patient_id,first_name,last_name,date_of_birth,age,gender,address,city,state,zip_code,phone,email,ssn_hash,registration_date,is_deceased,date_of_death,chronic_conditions,is_phantom
PAT000508,Christopher,Jones,1997-01-07,28,M,0539 Elliott Ridge,South Eugene,MO,03151,(932)633-0438,matthewrobinson@example.com,9af5c295adafe5b9b853e7fffa2ab7a555824770422beae1fc9939d12b9bdebc,2024-01-26,False,,['asthma'],False
PAT000509,Angie,Wilson,1999-03-13,26,F,270 Moore Bypass Apt. 084,West Melanie,MD,10810,(464)894-1798x19907,deleonjose@example.org,5e99916a59d7431e3919363cde89a70d526e78b6fe5c815f7ae98f40baec639c,2023-10-28,False,,[],False
PAT000510,Shannon,Medina,1965-12-16,60,Other,1117 Silva Haven,Sandrafurt,GA,19753,342.773.9635,julia65@example.org,5f30fd5d221d2fdbd0a18ba287dd33c90d89a8d5e01a8a656bb5c141efa8382d,2024-10-07,False,,[],False
PAT000511,Mark,Simmons,1985-09-17,40,M,645 Manuel Groves,West Kenneth,CT,89142,+1-706-666-0006,suzannebarrett@example.com,c9956159344bf7d46bbf8877bd0d4b622c69d5b064fa6e372bc5c1170f223c85,2022-11-06,False,,[],False
PAT000512,Kim,Long,1942-12-16,83,F,0146 Sarah Crossing,West Mary,PA,77417,(673)617-7393x540,iwilliams@example.org,5cc52391ea0927fd73bda7e60dbbcf2a07b5603d158cdc4156e28461758bf61e,2022-12-29,False,,[],False
PAT000513,Christopher,Potts,2023-05-13,2,M,36781 James Gardens Apt. 283,East Tina,TN,95657,568-535-6830x068,elliottgregory@example.org,0f6068d414563e1fbb9082ec571cc6d0a2b7f91608fbc83c329815b30eb11ba9,2023-09-01,False,,[],False
PAT000514,Cynthia,Collins,1948-05-05,77,Other,459 Katie Mall,Jacobschester,MP,17200,+1-594-695-1776x43415,douglasjohnson@example.net,276c4706cf32bc3861bdbf6318920f40f1a33c9b52efe07eb6e9ec690b47b9f9,2023-08-12,False,,['hypertension'],False
PAT000515,Stephanie,Obrien,1936-12-21,89,Other,0146 Sarah Crossing,West Mary,PA,77417,385.520.8363,gdaniels@example.com,17c82cda1ff619dff926eb49e3b2aeaa07fcb27057d10e5adabb45083fdae629,2022-11-10,False,,[],False
PAT000516,Kevin,Lopez,1936-05-20,89,M,4743 Ann Meadows Apt. 201,Meganbury,CT,03593,908-461-2560x06189,hernandezapril@example.org,40cab5eba8675edd799a739e1bb26e7375bf2baac6db9a481edc647bff5f28f5,2024-09-20,False,,['heart_disease'],False
PAT000517,Nancy,Wilson,1953-01-30,72,F,600 Robin Place,Lake Markfurt,PR,18049,923.436.0984,turnerlauren@example.net,94bac9ca374943aae7d50578c2d3ecbcddeae5acde73cf2b9b3241d8fd086fe2,2021-04-27,False,,['hypertension'],False
PAT000518,Valerie,Wright,1994-09-03,31,F,600 Robin Place,Lake Markfurt,PR,18049,001-510-553-9032,qatkins@example.net,7ef4d7a1a68c42868837cc26a10d9d13f38ea60443a114be1927278e839365f5,2024-06-03,False,,[],False
PAT000519,Samantha,Combs,1992-01-01,33,Other,3912 Snow Common,North Catherineton,MD,48194,+1-325-671-9163x2840,dawnmoore@example.net,296b0d935ae3eedd8013c99f6d64b5c35d141265c6d4ea279e098210931c11b6,2023-04-02,False,,[],False
PAT000520,Warren,Levine,2016-08-03,9,M,981 Sara Extensions Apt. 854,West Derekland,NJ,58102,377.254.7889,gregory95@example.org,035e46b9a06f2ef2231a2ee5694beaace89c17cdf8ae8fe8d2581dab726fd5d8,2022-11-01,True,2024-11-13,[],False
PAT000521,Vincent,Houston,2006-08-30,19,M,230 Riley Burg Suite 141,New Ashleyport,VT,50502,422-333-8234x2999,zrush@example.org,946a24591e0180f27ca5e4c3ff80c5f627244e11eaadcd728a7e9c1a9030f5c6,2023-03-27,False,,[],False
PAT000522,Jessica,Padilla,1988-09-06,37,Other,43250 Matthew Gardens Suite 301,Heatherchester,VT,26331,001-457-318-8599x1236,gonzalezjames@example.net,7b95a5134b487ae6f4d2355f972a31bb7b3fb38d771bd198a0d330cc82f1f571,2021-12-28,False,,[],False
PAT000523,Tiffany,Franco,2002-08-07,23,Other,8061 Robinson Curve,Port Victoriabury,OH,60781,564-355-8218x268,jnicholson@example.net,146cf577f4cdc386296ebb479a5eb5d1001ef8953cd89882ebcc91fc58dc2e29,2025-10-31,False,,[],False
PAT000524,James,Lee,1993-05-02,32,M,819 Jessica Summit Apt. 463,North Scottfurt,AZ,86146,8739038130,hancockapril@example.org,44cd6a396f7c25fb74bc40eac25f8216cdeefec3fc17673f72bde75c53618852,2023-10-01,False,,[],False
PAT000525,Jeffrey,Daugherty,2005-12-15,19,M,1116 Santana Locks Suite 338,South Douglas,VT,27050,378.804.9093x55461,farrelltiffany@example.org,5f12450d90f207cbba795f3ec8f45a168c70c9394b9deca96dd87a10f1e1aa8e,2025-01-03,False,,[],False
PAT000526,Tracy,Roberts,2005-11-18,20,F,86859 Patterson Pines Suite 947,Lake Walter,AL,05951,7835329606,dean58@example.com,b66aa6e34fda2a1a01afb0c38350c477f10a69f9c51979af49acb3087af5ac4d,2021-08-09,False,,[],False
PAT000527,Dana,Ross,1935-04-02,90,F,981 Sara Extensions Apt. 854,West Derekland,NJ,58102,(335)338-0825x1314,elizabeth21@example.com,cd5d2680f3afcd6c9af60d2e3369a963098c4cdd5b345c02e9ff73a9bb1bb2e2,2024-03-12,False,,['hypertension'],False
PAT000528,Gwendolyn,Herman,1991-02-27,34,F,01524 Bell Roads,Lake Ashley,NE,60993,501.937.9558,richardsonsandy@example.com,f586bf4881f1d488a879ab45ae8fec9a4a91b3797fbd29457d702c11432de3c8,2022-05-25,False,,[],False
PAT000529,Daniel,Kennedy,1950-08-02,75,M,894 Sally Course Apt. 390,West Shawn,CA,76385,4233942231,igentry@example.net,4bb8a7b1cbeadebf38a70bdef4cf6dd9afe16f2cb822690bd06b56af90070116,2023-09-14,False,,['diabetes'],False
PAT000530,Justin,Oliver,1957-04-11,68,M,09641 Anna Forest,Port Davidland,NY,95698,(724)969-3760x05020,walterscindy@example.org,13f3cc3dbf7957b49e3da3592bcc5182addaa1d02c73fc5c24f14b161aa1f8aa,2025-08-28,False,,['hypertension'],False
PAT000531,Samantha,Abbott,2022-08-02,3,Other,56442 Danny Overpass Apt. 640,Port Chad,FM,43589,966-403-0362,johnsoncrystal@example.org,519fc83a138599e9c52d63eff4b5c39d051017b38d824b3ecc42885e79230e82,2023-04-06,False,,[],False
PAT000532,Jesse,Arnold,1943-01-01,82,M,88673 Charles Forks Suite 556,Kyletown,PA,15065,+1-960-596-5070x6567,oharrison@example.com,a6bbad229f40a881003b3b7912e0103dee20a906899ede5b04331c2a54584176,2021-05-28,False,,['hypertension'],False
PAT000533,Danielle,Huffman,1935-06-17,90,F,0615 Dominique Views,New Angela,PA,81885,(933)200-8952x7738,johnsonjennifer@example.net,9bfaa3a1846077e8721eb738e6a37c63d67833d5077c1c463883f7a020d247e3,2025-09-13,False,,[],False
PAT000534,Donna,Hernandez,2018-11-15,7,Other,66956 Martinez Road Apt. 532,East Sierrafurt,AR,25344,3479970107,miarangel@example.com,bbce2cfbc6d5b81a6362e2e84b7b75d827508f58165c6e82ba478dba490bcec0,2024-03-28,False,,[],False
PAT000535,Douglas,Smith,1993-09-25,32,M,601 Thomas Land,Robertport,MA,33500,346.548.1679,xhernandez@example.net,6951bf68dc391a9aa825105e1e82abddc50d7e3b5ffa8b7e3d860d365ee165f5,2022-10-18,False,,[],False
PAT000536,Candice,Thompson,1983-05-10,42,Other,007 Deborah Rapids,Brownport,SC,67358,+1-700-781-5216x663,paulahorne@example.com,15e50a80f3ff12c7b3f4a1e6e3942ba3edd07518a70c23eb5320a6254cb81f84,2022-11-26,False,,[],False
PAT000537,Michael,Brady,2009-08-18,16,M,4807 Santiago Skyway,Wallfort,SD,78893,929-670-8677x58634,debrapayne@example.net,f95f5f797b37e82168e35a37e03a70c28b9e1d1461e25124003bb2a39992f097,2024-06-24,False,,[],False
PAT000538,Corey,Weeks,1957-07-10,68,M,622 Cochran Expressway Apt. 280,New Nicholasfort,DC,40719,(842)677-7130,ashleymoore@example.net,7426044efc98dec030b51b629aa8e751e827259e689c34aec8bd7a560715dcb3,2023-01-13,False,,"['hypertension', 'diabetes']",False
PAT000539,Sarah,Rojas,1951-12-02,74,F,7024 Wallace Islands,Thorntonbury,MI,49428,791-736-4965x66925,austinbutler@example.net,67e769b68c29d70ea988eaa2fbf4f54045250be32a5b32341cb6af527cf20003,2021-09-05,False,,"['hypertension', 'diabetes']",False
PAT000540,Jeffrey,Ewing,2014-08-23,11,M,513 Davis Ranch Apt. 885,West Brooke,GA,71541,9067325293,yhayden@example.com,33de8ead8f7f206b8a43dc8681da8fe5e7b2703f275067ffdf6aa8659d360e16,2022-04-18,False,,[],False
PAT000541,Michelle,Esparza,2012-10-08,13,Other,75135 Christopher Gardens,Port Nathan,MH,46280,(616)375-7464,thomas60@example.net,71c40ef25f4db03140a34f4626beb7d2abc4200ada8097a20e71e46846020559,2025-08-06,False,,[],False
PAT000542,Kristen,Acosta,1980-10-16,45,Other,04529 Shannon Path,Joseburgh,LA,94398,+1-593-381-2415x91050,meghanjacobson@example.net,72eef829a12d8d6c3b8cdd5f6216ec85d5af44cc4c7bb690ee14795fc479055d,2024-08-22,False,,[],False
PAT000543,Emily,Larson,2008-07-12,17,F,44119 Young Trail Suite 405,Riosshire,RI,12906,+1-342-515-8355,lopezalexander@example.org,8eb8feef0dce7971753079ca5ea2fded28ac0fd49edb5f564fddfc986262b69b,2022-12-01,False,,[],False
PAT000544,John,Krause,1992-11-17,33,M,4910 Stephens Cape Apt. 785,Youngchester,MA,80808,+1-998-532-2353,samuelmclaughlin@example.net,2cd230f72d92133295e77fed4030176e0b2be85c00666a200d5e42a5155980e5,2023-03-31,False,,[],False
PAT000545,Travis,Valentine,1976-10-27,49,M,223 Mccall Mall Suite 184,Tonyburgh,IA,97960,493-319-9637,hpope@example.net,e60a45b6dcb963f8e98c697848893384fe3d62ef9f1f35ba4066cfa876d8f003,2023-09-28,False,,[],False
PAT000546,Heather,Allen,2018-10-28,7,Other,9958 Orozco Cliffs,New Jeffreytown,LA,29361,823-749-6626x40367,francismarcus@example.com,975ef79ca806b5c9edeedb8b49a4dcefcaa75ced2dbcbfa1aff2dee5f66ee3b7,2025-08-11,False,,[],False
PAT000547,Mark,Taylor,1948-08-22,77,M,231 Allen Square,Lawrenceborough,NC,86845,265.833.3761,kristina57@example.net,ad8f9cd9fb5e1bcbb6cc2726e860d5b1673cd0c23b8325dcbe813fe3959a3aef,2024-03-29,False,,['heart_disease'],False
PAT000548,Daniel,White,1956-05-22,69,M,223 Mccall Mall Suite 184,Tonyburgh,IA,97960,8395778404,robertneal@example.org,cf41b22bea80aeb0d86ac6817a4a0a9fc1755da5d7b2e644abc86b05b947d808,2023-06-07,False,,['hypertension'],False
PAT000549,Barbara,Edwards,2024-06-28,1,F,3570 Joseph Parkway,Melissaside,AR,47851,628-545-4207,taralopez@example.com,bd6aa2abce4b27ac0a0a5a7162bfaac1d1ec1aca44ce5ca779e4fddda55e5215,2022-08-29,False,,[],False
PAT000550,Jose,Smith,1935-04-10,90,M,3319 Kathleen Loaf Apt. 883,East Ronaldside,AR,17889,5823467353,lsmith@example.com,b98836cec3d150b4ae07b60d9d1c15cf6e5c8543023b173093a199e95a61ed99,2025-07-09,False,,['diabetes'],False
PAT000551,Kathryn,Wise,1955-12-12,70,F,1290 Hendricks Camp,New Shirley,PR,92329,650.924.8010x5070,leviburns@example.net,b435792c2cf4385c7aced92e11d739aa6edfefb9111205f23625df0a3eab678c,2025-11-24,False,,['diabetes'],False
PAT000552,Lisa,Marshall,2020-11-04,5,Other,779 Nicholas Parkway Suite 074,South Sherristad,PW,13739,001-350-691-4151x6284,lauren57@example.com,d616b577b5716a404a47d057d6e312e657a1f8eeab3595ee1a8cc75260b2e47c,2025-01-05,False,,[],False
PAT000553,Kevin,Thompson,1976-04-09,49,M,721 Anthony Manors Suite 593,New Jessicaview,IL,08737,612.733.0361,mccannjames@example.org,9a73261d1cb7f9dcf276247b4d3a25e9fa6867e5028ee638f944a9011f269a8e,2023-08-28,False,,[],False
PAT000554,Melissa,Cervantes,2017-09-22,8,Other,45245 Sellers Port Apt. 749,Port Bryan,VI,50084,518-978-7614x44365,alexander07@example.com,93d634f303499a4c29fd7e5061b75185ca1d46a62dd32c278dc330be3b893c01,2022-04-09,False,,[],False
PAT000555,Kathryn,Schultz,1942-12-24,83,F,86468 Joseph Wall Apt. 312,Michaeltown,AS,01550,350.215.3928x998,deborahburton@example.org,e3b5697c8f3b2a2ccb260c2dadee519a7e0112af97f92b6e870dedc4e86872f7,2024-10-09,False,,['hypertension'],False
PAT000556,Stephanie,Gilbert,1967-10-12,58,F,03012 Hebert Spur,New Lisaburgh,VT,38004,(376)847-2509,brittany94@example.com,221e9541643a25fd30697818b39b123f16b4899348f52aea4e22b3eb15f9069f,2023-03-10,False,,[],False
PAT000557,Danielle,Maxwell,1982-10-02,43,F,854 Melissa Falls Suite 450,Lake Tanner,PW,41289,612-782-8108x9727,robertgutierrez@example.org,0007dcef0ebfb58c420057fbb239d2ca63f2f90f4529f50eda63b6dfa53f6d5f,2022-03-12,False,,[],False
PAT000558,Timothy,Delacruz,1986-09-22,39,M,738 Bond Hill,North Sean,NC,88396,893.850.4456x34832,bsanders@example.org,9d88edd56616e86bf6c14cff0dd0b7c776d89381bf47c2e5a7c82c54b1992508,2021-05-13,False,,[],False
PAT000559,Jon,Weiss,1956-01-25,69,M,294 Tyler Ports Apt. 328,West Amanda,OK,76822,+1-669-632-4681,andreawebb@example.com,f8a47e36f91529acd6359e80edd464efc5a4a96cc239eccd6821f26913908b03,2024-01-30,False,,[],False
PAT000560,Kelly,Wood,1958-03-24,67,Other,639 Ashley Ridge Suite 786,Ronaldmouth,PA,63922,+1-446-215-6866x208,bzimmerman@example.com,24c827db1bfe1669ddf7d09cced16940406839d0307b7b6357806b56be397751,2024-06-18,False,,['diabetes'],False
PAT000561,Kristine,Coleman,1937-05-02,88,F,4302 Jose Garden,Johntown,MS,87031,+1-976-380-4768,longsharon@example.net,078d576e23299b28dc04589ce6a14231667ae123e23aa43c50d6db255f49f581,2024-03-04,False,,"['hypertension', 'diabetes', 'heart_disease']",False
PAT000562,Monica,Sanders,1965-08-17,60,F,4302 Jose Garden,Johntown,MS,87031,(426)747-0616,anitakelly@example.net,e9753ebc03522a9a88a2d0efa4de146899628ce6517c85ef876471eda0fb58bc,2021-10-25,True,2024-12-14,['diabetes'],False
PAT000563,Amber,Faulkner,1969-03-05,56,F,86468 Joseph Wall Apt. 312,Michaeltown,AS,01550,526-208-3965x28376,kennethevans@example.com,63613ce89ce2503b7dea14c2ac154ce125228bd2d2661e064ae75e7774e27d6b,2021-01-27,False,,[],False
PAT000564,Amanda,Anderson,2004-02-17,21,F,66504 Liu Courts,West Melanieview,WA,97405,001-758-289-9644x0502,nrivera@example.com,88fd265cd4bcebd03447803404c07758c8d832ecc9f3e32272ba22fc16c8e13d,2024-05-01,False,,[],False
PAT000565,Hannah,Oconnor,1986-04-29,39,F,5245 Martin Shoals Apt. 723,Estradastad,IL,19940,316.318.6933,davidhickman@example.org,0fe59c31aa6b592baeddb93d3259fd549ca1c9614efa928097baf001ad276c2a,2024-02-08,False,,[],False
PAT000566,Peggy,Cardenas,1940-05-28,85,Other,387 Cohen Underpass,South Sergio,LA,37375,(821)706-8027x2235,matthewwilson@example.net,1bb00f6a9ef94545c7f1e19efe3b164fc9dc1e14857e905ce2bb620e2e4bb350,2021-11-22,False,,[],False
PAT000567,Sarah,Smith,2025-08-05,0,Other,63737 Reyes Rapid,Mathewland,IL,35132,9214826071,jenniferallen@example.com,99d9a025e4793a6dc5a6f2489b6124b7fb2eb74cde8bef017ac58cc1619df45f,2025-10-30,False,,[],False
PAT000568,Marie,Austin,1974-01-26,51,Other,3253 Lisa Pass,Kevinshire,HI,52316,602.718.9023x05994,tina05@example.net,06cd9866b9cc0352a256bf26b99b88d344850573565552b108ce99c627a523c4,2025-06-07,False,,['hypertension'],False
PAT000569,Michele,White,2013-10-11,12,Other,3253 Lisa Pass,Kevinshire,HI,52316,001-284-909-9834x4207,vhines@example.com,8b509857b96b6a8a19876b9592365e1f33830e934e89911cdaf76a74b387a28d,2021-03-28,False,,[],False
PAT000570,Dana,Powers,1974-09-23,51,Other,3253 Lisa Pass,Kevinshire,HI,52316,(981)888-1033,vadams@example.net,9c6156600ad7c03fe6ed45065962df0141ca4d7ece7c505ebf6dd3e82a12894d,2024-07-18,False,,[],False
PAT000571,Ronnie,Evans,1991-06-20,34,M,4409 Sandy Burgs Suite 333,East Michelleville,AR,27403,+1-430-697-8107x875,nvalentine@example.com,9d5af6ed41b414c40c928136ee6d43999d5cf3390c677cdf40b161f41f6dd221,2022-01-01,False,,[],False
PAT000572,Danielle,Adams,1993-12-03,32,F,2038 Danielle Motorway Apt. 491,Lake Allisonside,WY,04537,795.667.6187x875,taylor91@example.net,49d2e97be63b1d0f284f0af4065be5f52cd6dea40908205c1fce8d1e33899c3b,2022-01-13,False,,[],False
PAT000573,Michelle,Adkins,1993-11-26,32,Other,7872 Isaac Vista Apt. 878,Erinburgh,MP,71085,(273)794-3527x7237,rossthomas@example.net,188e79db11eaf49bb6d7f46c3ac64d2a7e10e482071ac65088e8decf09cab456,2021-10-09,False,,[],False
PAT000574,Jessica,Mack,2005-09-27,20,Other,3253 Lisa Pass,Kevinshire,HI,52316,(296)804-9070,aaronreed@example.net,328353966fb73b4aab879c459c0de7302bdcdeb3428e5e6c58d082e198f39c3b,2021-06-22,False,,[],False
PAT000575,Bryan,Humphrey,1973-11-26,52,M,1712 Bennett Village,Shawburgh,AR,55122,369.577.3875x20254,josephmoore@example.org,10f4a7d8fe89447909b50b0842fa25b1c362e9739b5e1f087fe5fe19ad269689,2021-03-17,False,,[],False
PAT000576,Tamara,Jacobs,1961-09-21,64,F,3122 Lori Islands Suite 462,Prattfort,ID,40034,(790)250-6721x52954,mendezmario@example.org,3570207a1ab5c6813a835b7645c3d76c1afb7c1d3a6bf15c82900eb332e64564,2022-12-06,False,,[],False
PAT000577,Stacey,Wong,2007-11-25,18,Other,518 Galvan River Apt. 146,Port Kristenville,IL,61838,001-787-694-7244x45573,gomezrussell@example.com,167f460859cdc5f4de3f66831da59ad27f30dbe057dee85108c703798dd129c3,2021-03-05,False,,[],False
PAT000578,Jeremy,Garcia,1993-08-22,32,M,44792 Jenna Bypass Apt. 847,West Jennifer,AZ,89141,271-978-9177,andrewsjulie@example.net,314e097ef19ec2b98caa5aa57db730c4f8b4303bea071a02cf573507f4c99aff,2022-01-07,False,,[],False
PAT000579,Jeffrey,Keller,1967-02-14,58,M,160 Thompson Bypass Suite 489,Port Brian,DC,04281,001-541-543-5827,paulrobinson@example.com,cea376279250c400ad06e89c93d8201c2b385eafc0f55ba596e77bb2118a1682,2025-04-08,False,,"['hypertension', 'diabetes']",False
PAT000580,Kelsey,Moran,2024-03-28,1,F,9871 Stevens Prairie Suite 097,Aaronshire,NY,42170,324.532.7807,zlewis@example.org,d5c916cb4b67dedfaba17c442471e7ee6e2a362da70369b204a2f74be5551765,2023-09-10,False,,[],False
PAT000581,Max,Salinas,1981-09-07,44,M,01137 Alexis Mountain Apt. 455,Santiagotown,MP,95642,(920)612-4399,aaron72@example.net,aaf030cfb2ca1acfe9f0ebe87614994f325d949f585836daa8623091bb4d4dd4,2021-03-29,False,,[],False
PAT000582,Mark,Garrett,1998-01-07,27,M,09711 Lewis Islands,Denisebury,PA,48896,339.254.6796x905,turnercrystal@example.net,c941af6c96194cde40360ab7cb3f13bd43c3a6ac03cf8b147ea856000ce7c0ab,2020-12-20,False,,[],False
PAT000583,Andrea,Green,2005-06-26,20,Other,89315 Delacruz Overpass Apt. 831,Lake Dawnhaven,AR,48103,592-733-6172,michaelmason@example.com,365ce4a8be440be3c13a943e5b1845459cc3da6d914c1e0381c21d09b04b36fe,2025-03-14,False,,[],False
PAT000584,Kimberly,Davidson,1947-11-19,78,F,497 Sanchez Ports,West Donnamouth,VT,65658,726.759.2320x70241,michellewilson@example.org,dbe04fb966bad97d0c904ef9f2fae0c15b4ec5356d6085dda930d17e3a5d8e07,2021-10-21,False,,['hypertension'],False
PAT000585,Angela,Kelly,1939-10-23,86,F,497 Sanchez Ports,West Donnamouth,VT,65658,001-602-479-4805x4196,rwest@example.net,3f231b8f264df3cd5d2fadc54edf6a46ad8105384a5d8f85af33826d5dd02b77,2025-09-28,False,,['diabetes'],False
PAT000586,Regina,Rich,2025-11-01,0,F,109 Rachael Shore Apt. 335,Davidhaven,LA,91090,418-554-2445x467,lorifisher@example.net,f841969047d9172d43bf70521358c67e44d765364fe1ce1646d4045fa2dbe010,2023-10-12,False,,[],False
PAT000587,Patricia,Hanna,2008-02-12,17,F,97115 Sean Extensions Apt. 886,Masonside,TX,53451,001-299-471-6109,parsonskristen@example.org,cebde87edc1e08371f5461fee7cad05ed66f218d4777df952dbae99aa2e41e9d,2025-05-03,False,,[],False
PAT000588,Amanda,Phillips,1971-11-03,54,F,60482 Olivia Junctions Suite 701,Port David,SD,15239,(653)321-7947x378,brandonorozco@example.net,1686abf79c569277ada1d9712cb77f2224ee363b8e5a7cecaefd3e6d11760204,2021-11-08,False,,[],False
PAT000589,Rachel,Jones,1975-10-15,50,F,31182 Francis Corners,New Michael,GA,89677,(886)941-5901,morgan54@example.org,6f2551791f78fca1ca4af0c5a1ad479453d7b771ab2f802d8c9b27805d058120,2021-06-19,False,,[],False
PAT000590,Jesse,Thomas,1989-06-22,36,M,497 Sanchez Ports,West Donnamouth,VT,65658,(763)522-0280x2147,matthew73@example.org,e7d636d5998c9cbff71ace5ed00a294cd6ee32e8029e29feab332485308ddb26,2022-01-03,False,,[],False
PAT000591,Michael,Jackson,1985-09-02,40,M,5304 Howell Springs Apt. 500,East Christinatown,NY,77330,309.514.3084,charles59@example.org,29f60cd79ccd84356cc7a1ffb40ebda866b122e5a8ffe0a76a215aec66b2a358,2022-06-12,False,,[],False
PAT000592,Danielle,Walker,1956-12-13,69,Other,744 William Meadows Apt. 357,Johnsonshire,VI,41194,(415)376-8959x213,brandon56@example.org,fecf20b049cd8d94b36abb07e4924922f4876960eec61e9392a267ccb2a58d2e,2025-11-13,False,,[],False
PAT000593,Meredith,Nolan,1995-10-10,30,Other,744 William Meadows Apt. 357,Johnsonshire,VI,41194,(512)232-0159,drakejulie@example.net,04eb2e12a1a09fd2d3b6b74ad5aaad7b38f264a6f2f32268609e0a0d26b486e2,2023-10-18,False,,[],False
PAT000594,Peggy,Ramsey,1979-01-11,46,Other,13012 Jacqueline Harbor,Port Anthony,SC,32002,(600)534-3285x54904,hochristine@example.com,8b6298cabedd203425288bb86537e63def6398454a6066fb173e67ea61805125,2021-05-16,False,,[],False
PAT000595,Jeffery,Johnson,1980-07-14,45,M,458 Jessica Drive,Bellbury,FM,43854,4537876877,ramirezmaria@example.com,c5d01a32be70ee1b62d94737c1456cb61acdfbf763e2e31c9493d4303cc699ae,2021-06-03,False,,[],False
PAT000596,Natalie,Huff,2017-11-01,8,F,493 Belinda Village,Jamesshire,WA,10219,001-658-429-7474x043,johnny62@example.net,c564c98ced009b8ea0887345ac31d872f898d77925f01942eaec55c7ed0d11ca,2024-06-23,False,,[],False
PAT000597,Dana,Griffin,1996-10-16,29,Other,465 Matthew Island,Ashleychester,LA,65967,654-350-8544x632,carterstephen@example.com,0c3a0ce1200aa10152f0c3aebf4f6a71c25b4045d965bec293ac409c743ce5ec,2024-10-19,False,,[],False
PAT000598,Lisa,Carpenter,1939-03-19,86,F,0073 Carlson Loop Suite 315,East Josephberg,AR,86008,389-312-1852x884,cindy67@example.org,bdd912a2e1e79678ed9cdaa482eb1417b06d581c797634b823be114a0943f6cc,2022-03-11,False,,[],False
PAT000599,Anne,Herrera,1977-01-08,48,Other,5066 Galloway Path,South Brenda,MN,38104,300-335-7865x03844,onguyen@example.net,76e130a4013418eff092e9854049020b53e3d31318ade69a32d9d0a2f1194f74,2021-08-05,True,2024-12-17,[],False
PAT000600,Cheryl,Cooper,1960-09-27,65,Other,7450 Johnson Forks,North Kristina,PR,70519,949.396.5310x77102,anitaphelps@example.com,a66c60f33a254770a71cc145d654c8168db1548a54d445304448dcc241aa9054,2021-11-30,False,,['diabetes'],False
PAT000601,Brandy,Collins,1965-11-21,60,F,6651 Lewis Light,Michaelville,VA,31242,001-221-910-5590x6335,tcrosby@example.net,7b973cb040f97e9c1d1692af0f9c1fc380aee23c3edf26b2e792cf52335db591,2020-12-23,False,,[],False
PAT000602,Pamela,Edwards,1949-12-15,76,Other,5015 Summers Burgs Suite 535,Bushland,SD,63181,(340)396-8010,hunterjames@example.com,0d59064e9ba77b032a42cc65464cddd80a725b3de465579ca3338e7d00e8fcad,2024-08-27,False,,"['hypertension', 'diabetes', 'heart_disease']",False
PAT000603,Zachary,Knight,2000-10-05,25,M,97572 Lopez Prairie,Anthonyberg,NJ,67599,+1-762-613-1882,smithjeffrey@example.com,3b5ec0a93114510f906eafb33281f6cbd80d85662354ff27ed106cd5801f57a8,2023-06-30,False,,[],False
PAT000604,Joseph,Wallace,1999-06-21,26,M,4312 Holly Spur,Melissabury,GA,40915,+1-900-575-7791x95489,cbowers@example.org,957e22732150bf7ae9c603d9544dd500da9e66f570311869404a6781d5bf7899,2022-07-27,False,,[],False
PAT000605,Jamie,Jackson,1944-10-05,81,F,2899 Holloway Street,Lisaland,OK,99873,242.276.2858,jeffrey11@example.com,a19b6554d8a2577f690367f3eddfbfbec9a2eb38a52a98ba86a8727a3ef2db9b,2023-11-06,False,,[],False
PAT000606,Kayla,Green,1969-12-09,56,F,1652 Katrina Streets,Normanhaven,ME,85307,001-367-973-3316x44509,ryanbailey@example.com,976d1d60cb36b59daca8118452af1acccdac6737a36bac94761279a133ff4445,2022-04-09,False,,[],False
PAT000607,Sarah,Duran,1951-04-02,74,Other,4312 Holly Spur,Melissabury,GA,40915,+1-650-878-7404,morgansherman@example.net,b67b277ba21ed0779809afedb95f4767f8611dfda40760368ad04778ee088c96,2024-11-10,False,,['hypertension'],False
PAT000608,Alan,Wagner,1948-05-15,77,M,9866 Richards Ranch Suite 922,New Ivanmouth,IN,87989,001-399-415-9679x61137,ryan94@example.net,74868cd02e6a06aad6d2a97f293cd63ca975c3524664189f1c7ac6ff02e68ff3,2022-07-30,False,,['hypertension'],False
PAT000609,Sara,Mccoy,1994-01-09,31,Other,5015 Summers Burgs Suite 535,Bushland,SD,63181,(913)873-6371,ashleybeasley@example.net,1e45073214dffbda626c8da1f815bb375041b7baa4c7b7e3f6b3d00764c64df0,2021-05-11,False,,[],False
PAT000610,Sean,Johnson,1946-01-07,79,M,00737 Michael Trail,Port Troyport,IL,03082,9247559588,jessica81@example.org,48bcc4304b1d35d6017902834dd73b7a79dd339008fa079b3a1b205ae4298d8e,2021-03-15,False,,[],False
PAT000611,Karen,Romero,1938-10-06,87,Other,281 Burch Locks Apt. 805,New Larry,KY,07316,262-808-0438x5720,reyesdominic@example.org,4e142b64597c968ef1482a630e75bd3d159dd8831b79db9e9a8172b2f6dbe5bd,2022-04-28,False,,['diabetes'],False
PAT000612,Brittany,Gallagher,1956-01-20,69,F,216 Butler Curve,Lake Benjaminborough,VT,82827,(718)895-2841x0131,rachelrodriguez@example.net,a3ee87ac56300f158c61e7d048ac2aa122277d4489992b5a6e72747b02544257,2025-11-24,False,,"['hypertension', 'diabetes']",False
